name,value
Area,b'16.848925000667954'
Base Finish,b'Baseboard'
Base Offset,b'0'
Category,b'Revit Rooms'
CategoryId,b'-2000160'
CCSClassCodeVersion,b'R1'
CCSDesignedUseClassCode,b'ADK'
CCSDesignedUseName,b'Unders\xc3\xb8gelsesrum'
CCSTopnode,b'[A]'
CCSTypeDescription,b'Unders\xc3\xb8gelses og behandlingsrum'
CCSTypeID,b'[A]%ADK1'
CCSTypeName,b'SR.015'
Ceiling Finish,b'60x60_NI_NAp_H100_A_A24_C'
Computation Height,b'0'
Department,"b'\xc3\x98re-, N\xc3\xa6se- og Halskirurgisk Afdeling F'"
Design Option,b'Main Model'
ElementId,b'331664'
Floor Finish,b'Linoleum-LN'
Groups: Byggesag: Name,b'Somatik'
IfcGUID,b'3FpWoh02HElf4x7xHkxM_$'
Level,b'4'
Level,b'Plan 1 (01)'
Limit Offset,b'3000'
name,b'Kontor DP08.1083 [331664]'
Name,b'Kontor'
Number,b'DP08.1083'
ObjectType,b'Ambulatorie'
OHPT_Blackout,b'Ja'
OHPT_Blackout_TE,b'Yes'
OHPT_CanOpenAndClose,b'Nej'
OHPT_CladdingWidth,b'285'
OHPT_Class-Hyg-Blackout,b'No Hight Classification - No Hygene request - Yes Blackout'
OHPT_CounterwallWidth,b'95.00000000000001'
OHPT_DaylightControl,b'Ja'
OHPT_DaylightControl_TE,b'Yes'
OHPT_Department,b'Hematology and rheumatology dept.'
OHPT_dRofusSyncDate,b'07/12/2021 11:02:40'
OHPT_Frum,b'4200'
OHPT_Genopretning2018,b'5. Ambulatorie'
OHPT_HazardClassFire,b'OH1'
OHPT_IndoorCurtain_TE,b'No'
OHPT_IntegratedCurtain_TE,b'Yes'
OHPT_Issues,b'0'
OHPT_Issues-Level2,b'3'
OHPT_MachineryLoadMAX_Ceiling,b'330 kg'
OHPT_MachineryLoadMAX_Floor,b'390 kg'
OHPT_MachineryLoad_Ceiling,b'0 kg'
OHPT_MachineryLoad_Floor,b'0 kg'
OHPT_OptimizedCeilingHeight,b'3000'
OHPT_RA_Afdeling,b'F\xc3\xa6lles'
OHPT_RA_Afdeling EN,b'Otorhinolaryngology - Dep. F'
OHPT_RA_Ceiling Height,b'0'
OHPT_RA_Check,b'0'
OHPT_RA_Name EN,b'Investigation and therapy'
OHPT_RA_Name IT,b'Analisi e terapia'
OHPT_RA_No Window,b'0'
OHPT_RelevantArea,b'9.86'
OHPT_RoomsIDVoid,b'0'
OHPT_ScreeningForInsight,b'Ja'
OHPT_ShadingQuantity_TE,b'3'
OHPT_Shaft,b'0'
OHPT_Sikringszone,b'Gul'
OHPT_SolarShading,b'Indoor shading curtain'
OHPT_Tlp,b'1 x 06.63.75.014  -'
OHPT_WIP,b'0'
OUH Behandlingshoejde,b'2999.9999999999995'
OUH Synkronisering Dato,b'21/11/2019 19:50:02'
OUH_AnesthesiaSuction_AGS,b'Nej'
OUH_Argon_LAB_Ar,b'Nej'
OUH_AutomaticDoorOpener,b'Nej'
OUH_AVSU source code,b'DP08_50_FL01_BS002_R01'
OUH_BHU&BED,b'B:1  -  BHU:1'
OUH_Carbondioxid_CO2,b'Nej'
OUH_Carbondioxid_LAB_CO2,b'Nej'
OUH_CeilingHeight,"b'3,00'"
OUH_CompressedAir_LAB_APL,b'Nej'
OUH_CompressedAir_Medical_APM,b'Ja'
OUH_CompressedAir_Technical_APT,b'Nej'
OUH_ControlledAccess,b'Nej'
OUH_DaylightRequirements,b'Ja'
OUH_DK-DaylightCheck,b'Ja'
OUH_DocsOnDrofus,b'False'
OUH_DoorELScenaryProposal,b'Scenary 14'
OUH_dRofusDrenInput,b'not sloped floor - no floor drainage - no items placed'
OUH_F-Gas_LAB,b'Nej'
OUH_FaradayCage,b'Nej'
OUH_FaradyCage,b'Nej'
OUH_Fire-Section,b'BS_DP08_P01_50_002'
OUH_FloorScreedToFall,b'Nej'
OUH_Gas-requested,b'O2 : 1*6 [l/min]; APM : 1*40 [l/min]; Vacuum : 1*40 [l/min];'
OUH_Gas-Type,b'O2&APM&Vacuum'
OUH_Helium_LAB_He,b'Nej'
OUH_Hydrogen_LAB_H2,b'Nej'
OUH_InterlockedDoor,b'Nej'
OUH_InternalWindow,b'Nej'
OUH_LeaveDoorOpen,b'Ja'
OUH_LockableDoor,b'Ja'
OUH_MedGroupBH,b'Gruppe 1'
OUH_MedGroupdRofus,b'Gruppe 1'
OUH_MedGroupMAIN,b'Gruppe 1'
OUH_MG-APM,b'APM'
OUH_MG-AZM,b'AZM'
OUH_MG-O2,b'O2'
OUH_Nitrogen_LAB_N2,b'Nej'
OUH_NitrousOxide_N2O,b'Nej'
OUH_Oxygen_LAB_O2,b'Nej'
OUH_Oxygen_Medical_O2,b'Ja'
OUH_People#Max,b'6'
OUH_People#Normal,b'4'
OUH_PermanentWorkplace,b'Ja'
OUH_PermanentWorkplaceTE,b'Yes'
OUH_ProgrammedArea,"b'16,00'"
OUH_Rumnummer_31-01-17,b'09.02.037'
OUH_SafetyMedicalGroup,b'Gruppe 1'
OUH_Security zone_Proposal,b'Yellow'
OUH_SpecialCleaning,b'Nej'
OUH_SpecialDoorWidth,b'Ja'
OUH_SpecialRoomTemperature,b'0'
OUH_Vacuum_Dental_AZD,b'Nej'
OUH_Vacuum_Medical_AZM,b'Ja'
OUH_Vacuum_Medical_LAB_AZL,b'Nej'
OUH_Vacuum_Technical_AZT,b'Nej'
OUH_WallFinish_Code,b'WF2'
OUH_Ward,b'PT'
OUH_WindowOnDoor,b'Nej'
parent,b'17372'
Perimeter,b'16610.000000288754'
Phase,b'New Construction'
Pollination_HasSensorGrid,b'0'
PriseCategory,b'B'
RLX_RlxInstId,b'0'
RoomID,b'41157'
TagName,b'Kontor'
Unbounded Height,b'3000.0000000000023'
Upper Limit,b'Plan 1 (01)'
viewable_in,b'c884ae1b-61e7-4f9d-0001-719e20b22d0b-00c5f843'
Volume,b'50.54677500200435'
Wall Finish,"b'2 times plastic wall paint, gloss:10'"
WBS_L.1-Contract,b'OUH'
WBS_L.2-Site,b'DP08'
WBS_L.3-Building,b'B50'
WBS_L.4-Level,b'L01'
WBS_L.5-Department,b'HR'
Workset,b'OUH_ROOMS'
ZoneCategory,b'01 Prim\xc3\xa6rrum'
